LGA_NAME22,name,lat,lon
Crown Street Physiotherapy,"92/34 Victoria Road, Marrickville",-33.9146357,151.1699091
Wentworthville Medical & Dental Centre,"122/128 Station Street, Wentworthville",-33.8146357,150.96990910000002
Ramsay Clinic Wentworthville,"23-27 Lytton Street, Wentworthville",-33.8146357,150.96990910000002
Aurora Medical Centre,"39 Old Prospect Road, South Wentworthville",-33.8146357,150.96990910000002
Primary Healthcare,"122-128 Station Street, Wentworthville",-33.8146357,150.96990910000002
Dr J Singh Surgery,"113 Station Street, Wentworthville",-33.8146357,150.96990910000002
Garfield Medical Centre,"19-25 Garfield Street, Wentworthville",-33.8146357,150.96990910000002
GlaxoSmithKline Australia,"82 Hughes Avenue, Ermington",-33.8146357,151.06990910000002
Lane Cove General Practice,"3/114-116 Longueville Road, Lane Cove",-33.8146357,151.1699091
Lane Cove Doctors Medical Centre,"Shop 1/2/ 118 Longueville Road, Lane Cove",-33.8146357,151.1699091
Captia Surgery Management,"118/120 Longueville Road, Lane Cove",-33.8146357,151.1699091
Lane Cove Acupuncture,"Shop 4/105-109 Longueville Road, Lane Cove",-33.8146357,151.1699091
Emerald Medical Centre Lane Cove,"1/90 Longueville Road, Lane Cove",-33.8146357,151.1699091
Jensen Young Psychology & Family Therapy,"221 Longueville Road, Lane Cove",-33.8146357,151.1699091
SH,"47 Hotham Parade, Artarmon",-33.8146357,151.1699091
Kellyville Village Medical Centre,"Shop 10, Kellyville Village Shopping Centre, 90 Wrights Road, Kellyville",-33.714635699999995,150.96990910000002
Kellyville Medical and Laser Centre,"17 Windsor Road, Kellyville",-33.714635699999995,150.96990910000002
Health Centre Point,"Kellyville Village 3, 3/90 Wrights Road, Kellyville",-33.714635699999995,150.96990910000002
Hills General Practice - Medical Centre,"62B Windsor Road, Castle Hill",-33.714635699999995,150.96990910000002
Westleigh Village Medical Clinic,"8A/8B/4 Eucalyptus Drive, Westleigh",-33.714635699999995,151.06990910000002
Leeton District Hospital,"Cnr Wade Avenue and, Palm Avenue, Leeton",-34.5517791,146.4055582
MBL Eye Surgeons,"40-42 Hunter Street, Lismore",-28.80943079999999,153.287891
Lismore Base Hospital,"60 Uralba Street, Lismore",-28.80943079999999,153.287891
Lismore Private Day Surgery,"77 Uralba Street, Lismore",-28.80943079999999,153.287891
Prema House Medical Centre,"211 Ballina Road, East Lismore",-28.80943079999999,153.287891
Northern NSW Local Health District,"Crawford House, Hunter Street, Lismore",-28.80943079999999,153.287891
North Coast Cancer Institute,"70/72 Hunter Street, Lismore",-28.80943079999999,153.287891
Lithgow Psychology,"56 Cook Street, Lithgow",-33.4827345,150.1570173
Lithgow Medical Clinic,"11 Bridge Street, Lithgow",-33.4827345,150.1570173
Ochre Medical Centre Lithgow,"136 Main Street, Lithgow",-33.4827345,150.1570173
Lithgow Valley Medical Practice,"7 Railway Parade, Lithgow",-33.4827345,150.1570173
Medical centre Lithgow,"Main Street, Lithgow",-33.4827345,150.1570173
Austral Medical Centre | Austral GP Doctors,"8 Landaise Road, Austral",-33.9285567,150.8179595
Liverpool Family Medical Centre,"279 Macquarie Street, Liverpool",-33.9285567,150.9179595
Tigris Medical and Dental Centre,"243/245 George Street, Liverpool",-33.9285567,150.9179595
Castlereagh Street Medical Centre,"67 Memorial Avenue, Liverpool",-33.9285567,150.9179595
TrinityCare Medical Centre,"67 Memorial Avenue, Liverpool",-33.9285567,150.9179595
Medical Centre 2000,"315 Macquarie Street, Liverpool",-33.9285567,150.9179595
Doctors on Macquarie,"265 Macquarie Street, Liverpool",-33.9285567,150.9179595
Liverpool GP Super Clinic,"2-4 Speed Street, Liverpool",-33.9285567,150.9179595
MSI Vasectomy | Doctors @ Liverpool - Sydney,"Marie Stopes Vasectomy, 2 Speed Street, Liverpool",-33.9285567,150.9179595
Doctors @ Liverpool,"2 Speed Street, Liverpool",-33.9285567,150.9179595
دكتور طلال,"240 Macquarie St،, Liverpool",-33.9285567,150.9179595
Lady Doctor Dilruni Pallewatta 94 moore st liverpool,"94 Moore Street, Liverpool",-33.9285567,150.9179595
Moore Street Family Medical Centre,"56 Moore Street, Liverpool",-33.9285567,150.9179595
Liverpool Doctors Medical Centre,"2/147 Northumberland Street, Liverpool",-33.9285567,150.9179595
Liverpool Plaza Medical Centre,"Shop 15/16, 161 Macquarie Street, Liverpool",-33.9285567,150.9179595
Bankstown-Lidcombe Hospital,"Eldridge Road, Bankstown",-33.9285567,151.0179595
Granville Bridge Medical Centre,"58 Railway Parade, Granville",-33.8285567,151.0179595
Healthwoods Endoscopy Centre,"53 Cowper Street, Granville",-33.8285567,151.0179595
Healthy Choice Medical Centre,"44 Ritchie Street, Granville",-33.8285567,151.0179595
Healthwoods Specialist Centre,"42 Good Street, Granville",-33.8285567,151.0179595
Granville Place Shopping Centre,"35 East Street, Granville",-33.8285567,151.0179595
Granville Family Medical Centre,"Shop 2/25-27 South Street, Granville",-33.8285567,151.0179595
Me,"53-55 Hebden Street, Lockhart",-35.2214842,146.7187779
Perfect Balance Podiatry,"Suite 5/334-342 Lake Road, Glendale",-32.931552700000005,151.6525086
Glendale Medical Centre,"342 Lake Road, Glendale",-32.931552700000005,151.6525086
Alto Imaging,"334/342 Lake Road, Glendale",-32.931552700000005,151.6525086
Cessnock Hospital,"24 View Street, Cessnock",-32.8315527,151.35250860000002
Westcott Street Medical Centre,"2 Westcott Street, Cessnock",-32.8315527,151.35250860000002
The Lorn Surgery @15 Belmore Rd,"15 Belmore Road, Lorn",-32.7315527,151.5525086
Church Street Medical Centre,"30 Church Street, Maitland",-32.7315527,151.5525086
Maitland Skin Cancer Clinic,"Suite 1/1 Albion Street, Maitland",-32.7315527,151.5525086
Hunter Anxiety Clinic,"9 Moore Street, Maitland",-32.7315527,151.5525086
Central Maitland Dentistry,"5 Bulwer Street, Maitland",-32.7315527,151.5525086
Back Care Maitland,"45 Elgin Street, Maitland",-32.7315527,151.5525086
The Lorn Surgery @67 Bulwer St,"67 Bulwer Street, Maitland",-32.7315527,151.5525086
The Lorn Surgery @21 Belmore Rd,"21 Belmore Road, Lorn",-32.7315527,151.5525086
Meekatharra GP Clinic,"1 Savage Street, Meekatharra",-26.5956615,118.4935252
Meekatharra Hospital,"Savage Street, Meekatharra",-26.5956615,118.4935252
Thiên Nam Hông Ý,"1424 Canterbury Road, Punchbowl",-33.929075000000005,151.04409
Al Zahraa Medical Centre,"3/3 Firth Street, Arncliffe",-33.929075000000005,151.14409
Arncliffe doctors clinic,"95 Wollongong Road, Arncliffe",-33.929075000000005,151.14409
Sydney East Pancreatic Centre,"Level 7, Suite/13 Barker Street, Randwick",-33.929075000000005,151.24409
The Foot Spot - Podiatric Medical Centre,"76/78 Saint Pauls Street, Randwick",-33.929075000000005,151.24409
Medifix PTY Ltd.,"5/7 Millennium Court, Silverwater",-33.829075,151.04409
Hunters Hill Medical Practice,"6 Ryde Road, Hunters Hill",-33.829075,151.14409
Graduate Nursing Hunters Hill Private Hospital,"9 Mount Street, Hunters Hill",-33.829075,151.14409
Scalp Medics Australia,"Hunters Hill, 3/53-55 Gladesville Road, Sydney",-33.829075,151.14409
Hunters Hill Private Hospital,"9 Mount Street, Hunters Hill",-33.829075,151.14409
Mosman Medical Centre,"Suite 100, Ground Floor/748 Military Road, Mosman",-33.829075,151.24409
Avenue Road Medical Practice,"90 Avenue Road, Mosman",-33.829075,151.24409
Oasis Integrative Medicine,"25 Myahgah Road, Mosman",-33.829075,151.24409
Bespoke Health - Chinese Medicine Practitioners and Acupuncturists,"SE 4/507 Military Road, Mosman",-33.829075,151.24409
Aberdeen Surgery,"1 Segenhoe Street, Aberdeen",-32.1633134,150.8888195
Maitland Street Medical Centre,"139 Maitland Street, Narrabri",-30.3205203,149.7819951
Narrabri Medical Centre,"110 Tibbereena Street, Narrabri",-30.3205203,149.7819951
Narrandera District Hospital,"Community Health Centre, 54 Adams Street, Narrandera",-34.7478672,146.550356
Narromine Shire Family Health Centre,"127 Dandaloo Street, Narromine",-32.2328429,148.2394429
iLaser Vision Surgery,"47 Bolton Street, Newcastle",-32.9282712,151.7816802
Cardio Vascular Centre,"3/50 Bolton Street, Newcastle",-32.9282712,151.7816802
Lotus Dermatology,"Level 5 Hunter Mall Chambers, 175 Scott Street, Newcastle",-32.9282712,151.7816802
James Fletcher Hospital,"72 Watt Street, Newcastle",-32.9282712,151.7816802
Douglass Hanly Moir Pathology Miranda,"Suite B/26-28 Gibbs Street, Miranda",-34.036810300000006,151.1072705
Dr Holly - Cosmetic Physician,"Level 4/531-533 Kingsway, Miranda",-34.036810300000006,151.1072705
Myhealth Miranda,"level 2/86 Kiora Road, Miranda",-34.036810300000006,151.1072705
Kareena Private Hospital,"86 Kareena Road, Caringbah",-34.036810300000006,151.1072705
The Sutherland Hospital,"Kareena Road, Caringbah",-34.036810300000006,151.1072705
South Eastern Sydney Local Health District,"Cnr Kingsway &, Kareena Road, Caringbah",-34.036810300000006,151.1072705
Miranda Medical Centre,"573 Kingsway, Miranda",-34.036810300000006,151.1072705
Cardiology Associates,"9/20-24 Gibbs Street, Miranda",-34.036810300000006,151.1072705
Eye & Laser Surgeons,"Suite 1/32-36 Urunga Parade, Miranda",-34.036810300000006,151.1072705
Miranda Day Surgery,"Suite 25/20/24 Gibbs Street, Miranda",-34.036810300000006,151.1072705
MSI Vasectomy | Miranda Day Surgery - Sydney,"Suite 25/20-24 Gibbs Street, Miranda",-34.036810300000006,151.1072705
Cca Specialist Medical Centre,"527 Kingsway, Miranda",-34.036810300000006,151.1072705
Shire Lifestyle Health,"Level 4 Suite 401/531-533 Kingsway, Miranda",-34.036810300000006,151.1072705
Ramsay Surgical Centre Miranda,"533 Kingsway, Miranda",-34.036810300000006,151.1072705
The Medical Centre,"Karimbla Road, Miranda",-34.036810300000006,151.1072705
Miranda Dental Hospital,"86 Kiora Road, Miranda",-34.036810300000006,151.1072705
Southside Paediatrics,"85 Kareena Road, Miranda",-34.036810300000006,151.1072705
Improvement Academy,"Cnr The Kingsway &, Kareena Road, Caringbah",-34.036810300000006,151.1072705
Brellah Medical Group - Caringbah,"Ground Floor/7 Hinkler Avenue, Caringbah",-34.036810300000006,151.1072705
Shire Doctors and Dentists,"U 6-11/416 Kingsway, Caringbah",-34.036810300000006,151.1072705
Life Medical Clinic Bexley,"2/2 Sarsfield Circuit, Bexley North",-33.936810300000005,151.1072705
Kings Medical Clinic,"1/334 Kingsgrove Road, Kingsgrove",-33.936810300000005,151.1072705
Bexley North Medical Clinic,"5 Shaw Street, Bexley North",-33.936810300000005,151.1072705
Kingsgrove Family Medical Centre,"276 Kingsgrove Road, Kingsgrove",-33.936810300000005,151.1072705
MSI Vasectomy | Kingsgrove Day Hospital - Sydney,"level 1/322 Kingsgrove Road, Kingsgrove",-33.936810300000005,151.1072705
Dr Barrie P. Leon & Dr George M. Grosslight,"23 Dalley Avenue, Pagewood",-33.936810300000005,151.2072705
Granville Bridge Medical Centre,"58 Railway Parade, Granville",-33.8368103,151.0072705
Healthwoods Endoscopy Centre,"53 Cowper Street, Granville",-33.8368103,151.0072705
Granville Family Medical Centre,"Shop 2/25-27 South Street, Granville",-33.8368103,151.0072705
Granville Place Shopping Centre,"35 East Street, Granville",-33.8368103,151.0072705
Healthwoods Specialist Centre,"42 Good Street, Granville",-33.8368103,151.0072705
MedPlaza,"15 Tennyson Road, Mortlake",-33.8368103,151.1072705
Mortlake Family Medical Practice,"32/88 Tennyson Road, Mortlake",-33.8368103,151.1072705
Your Wellbeing Solutions,"Suite 1/26 McDonald Street, Mortlake",-33.8368103,151.1072705
Yaralla House,"Nullawarra Avenue, Concord West",-33.8368103,151.1072705
Thomas Walker Hospital,"Hospital Road, Concord West",-33.8368103,151.1072705
Mater Hospital,"25 Rocklands Road, North Sydney",-33.8368103,151.2072705
Miller Street Medical Practices,"1/138 Walker Street, North Sydney",-33.8368103,151.2072705
North Sydney Medical Centre,"Shop 2/51 Berry Street, North Sydney",-33.8368103,151.2072705
Qualitas Health Australia,"Suite 3202 Level 32/1 Denison Street, North Sydney",-33.8368103,151.2072705
Specialist Orthopaedic Group,"9 Gillies Street, Wollstonecraft",-33.8368103,151.2072705
Greenwood Medical Centre,"Shop 2/51 Berry Street, North Sydney",-33.8368103,151.2072705
GenesisCare,"The Mater Hospital, 35 Rocklands Road, North Sydney",-33.8368103,151.2072705
Dr Natasha Fernandez,"76 Berry Street, North Sydney",-33.8368103,151.2072705
North Sydney Specialist Centre,"Suite 2, level 1/138 Walker Street, North Sydney",-33.8368103,151.2072705
ACU Medical Centre North Sydney,"Champagnat House, Level 3/8-10 Berry Street, North Sydney",-33.8368103,151.2072705
North Sydney General Practice,"Shop 1/245 Pacific Highway, North Sydney",-33.8368103,151.2072705
Private Hospitals Association of NSW THE,"6/140-142 Arthur Street, North Sydney",-33.8368103,151.2072705
The Life Enhancement Clinic,"Level 8/107 Walker Street, North Sydney",-33.8368103,151.2072705
Medical Practice,"12 McLaren Street, North Sydney",-33.8368103,151.2072705
Lipoedema Surgical Solution Sydney,"Level 7/44 Miller Street, North Sydney",-33.8368103,151.2072705
Healthwise,"Level 1/44 Miller Street, North Sydney",-33.8368103,151.2072705
North Sydney Doctors Medical Centre,"Level 1, suite 102/71 Walker Street, North Sydney",-33.8368103,151.2072705
Sandrine Woo - Speech Pathologist - Harbour Neurology Group,"suite 602/53 Walker Street, North Sydney",-33.8368103,151.2072705
Orthoptist - Sydney,"suite 602/53 Walker Street, North Sydney",-33.8368103,151.2072705
Roisin Browne - Occupational Therapist - Harbour Neurology Group,"suite 602/53 Walker Street, North Sydney",-33.8368103,151.2072705
The Hills Clinic Castle Hill,"26 Hume Avenue, Castle Hill",-33.7368103,151.0072705
Sleep Well Solutions Australia,"2/15 Terminus Street, Castle Hill",-33.7368103,151.0072705
Katelaris Urology Castle Hill,"60 Cecil Avenue, Castle Hill",-33.7368103,151.0072705
"Castle Hill Medical Centre, The Mall","Level 1, Castle Mall 4, 16 Terminus Street, Castle Hill",-33.7368103,151.0072705
Castle Hill Family Doctors - Local Bulk Billing GP,"271 Old Northern Road, Castle Hill",-33.7368103,151.0072705
Castle Hill Podiatry,"238 Old Northern Road, Castle Hill",-33.7368103,151.0072705
Dr. Patrick Mosse,"4/16 Terminus Street, Castle Hill",-33.7368103,151.0072705
Crane Road Medical Centre,"Shop 4 Ground Level/299 Old Northern Road, Castle Hill",-33.7368103,151.0072705
Douglass Hanly Moir Pathology Castle Hill,"60 Cecil Avenue, Castle Hill",-33.7368103,151.0072705
Myphysio Castle Hill,"79 Cecil Avenue, Castle Hill",-33.7368103,151.0072705
Complete Medication Services,"6/6-8 Old Castle Hill Road, Castle Hill",-33.7368103,151.0072705
MSI Vasectomy | MyHealth Castle Towers - Castle Hill Sydney,"Shop 258A Castle Towers Shopping Centre 6, Australia, 14 Castle Street, Castle Hill",-33.7368103,151.0072705
Myhealth Castle Towers,"Shop 258A Castle Towers Shopping Centre, 6-14 Castle Street, Castle Hill",-33.7368103,151.0072705
Medical Center,"6-14 Castle Street, Castle Hill",-33.7368103,151.0072705
SkinSense Clinic,"47 Showground Road, Castle Hill",-33.7368103,151.0072705
Sydney Adventist Hospital,"185 Fox Valley Road, Wahroonga",-33.7368103,151.1072705
Footprints Podiatry Wahroonga (wahroonga village podiatry),"187 Fox Valley Road, Wahroonga",-33.7368103,151.1072705
Parkway Endocrinology,"Suite 209, Parkway Clinic, 172 Fox Valley Road, Wahroonga",-33.7368103,151.1072705
Fox Valley Specialist Centre,"Parkway San Clinic, Suite 10/172 Fox Valley Road, Wahroonga",-33.7368103,151.1072705
The SAN Clinic-Professor Steven Boyages,"Suite 301/185 Fox Valley Road, Wahroonga",-33.7368103,151.1072705
Cardiac Rehabilitation,"Kress Building, 187 Fox Valley Road, Wahroonga",-33.7368103,151.1072705
Shore Cardiology,"San Clinic, Suite 408, Level 4/185 Fox Valley Road, Wahroonga",-33.7368103,151.1072705
Harbour Spine Centre - Wahroonga,"level 2 suite 211/185 Fox Valley Road, Wahroonga",-33.7368103,151.1072705
Shannon Building,"185 Fox Valley Road, Wahroonga",-33.7368103,151.1072705
Clinical Education Centre,"185 Fox Valley Road, Wahroonga",-33.7368103,151.1072705
Beattie Complex at the San,"185 Fox Valley Road, Wahroonga",-33.7368103,151.1072705
Eastbrooke Belrose Family Practice,"shop 1/54 Glen Street, Belrose",-33.7368103,151.2072705
Belrose Medical Centre,"Glenrose Village Shop MM2B, 56-58 Glen Street, Belrose",-33.7368103,151.2072705
Lifestyle Medicine Society,"106 Blackbutts Road, Belrose",-33.7368103,151.2072705
Davidson Family Medical Practice,"3/2-6 Yindela Street, Frenchs Forest",-33.7368103,151.2072705
Collaroy Medical Centre,"Shop 1/1030 Pittwater Road, Collaroy",-33.7368103,151.3072705
Leichhardt Medical & Dental Centre,"30/38 Short Street, Leichhardt",-33.8759923,151.1568777
The Inner West Speech & Health Practice,"270 Norton Street, Leichhardt",-33.8759923,151.1568777
The Rozelle Hospital,"Building 104, Wharf Road, Lilyfield",-33.8759923,151.1568777
Lilyfield Psychotherapy Centre,"1/356-358 Catherine Street, Lilyfield",-33.8759923,151.1568777
Naturaleaf Cannabis Clinic,"93/95 Balmain Road, Leichhardt",-33.8759923,151.1568777
Carlingford Court Medical Centre,"Shop 217/801-809 Pennant Hills Road, Carlingford",-33.7759923,151.0568777
Stawell Natural Therapy Centre,"21 Keats Street, Carlingford",-33.7759923,151.0568777
Skin First Skin Cancer Clinic Carlingford,"SP217 Carlingford Court, 801/809 Pennant Hills Road, Carlingford",-33.7759923,151.0568777
myhealth Medical Centre Carlingford,"Shop 2/821-825 Pennant Hills Road, Carlingford",-33.7759923,151.0568777
West Lindfield Family Medical Practice,"32 Moore Avenue, Lindfield",-33.7759923,151.1568777
Oberon District Hospital,Oberon,-33.7037204,149.8542595
Helen Barnett Accredited Dietitian and Nutritionist Orange NSW,"14 Sale Street, Orange",-33.2815802,149.0862242
Currajong Street Medical Centre,"61 Currajong Street, Parkes",-33.1356614,148.1744534
Kearns Medical Centre,"70 Kearns Avenue, Kearns",-34.014785,150.80172180000002
MedPlaza Healthplus Menai,"Shop 104c, 5/21 Carter Road, Menai",-34.014785,151.0017218
Dr. Mahmood Javed E - Surgery | Family Physician & General Practitioner GP Sutherland Shire,"59 Port Hacking Road, Sylvania",-34.014785,151.1017218
Good Samaritan Medical & Dental,"182 Princes Hwy, Entrance via Corner of, Venetia Street, Sylvania",-34.014785,151.1017218
Mount Pritchard Family Practice,"4/46B Reservoir Road, Mount Pritchard",-33.914785,150.90172180000002
Best Care Medical Clinic,"169 Elizabeth Drive, Liverpool",-33.914785,150.90172180000002
Sydney HEMS Base,"Bankstown Airport, 33 Nancy Ellis Leebold Drive, Condell Park",-33.914785,151.0017218
Blessed Health Care - 69 Evaline St,"69 Evaline Street, Campsie",-33.914785,151.1017218
Canterbury Hospital,"575 Canterbury Road, Campsie",-33.914785,151.1017218
Canterbury Afterhours Clinic At Canterbury Hospital,"Canterbury Hospital outpatient clinics, 575 Canterbury Road, Campsie",-33.914785,151.1017218
Clemton Park Family Medical Centre,"Clemton Park Shopping Village, Shop T13, 60 Charlotte St, Campsie",-33.914785,151.1017218
Campsie Medical & Dental Centre,"17 Anglo Road, Campsie",-33.914785,151.1017218
Campsie Medical Practice,"3/20 Ninth Avenue, Campsie",-33.914785,151.1017218
Campsie Centre Medical Clinic,"Shop 40-41, 14/28 Amy Street, Campsie",-33.914785,151.1017218
International Brands Outlet,Campsie,-33.914785,151.1017218
Campsie Family Medical Centre,"248 Beamish Street, Campsie",-33.914785,151.1017218
Campsie All Care Medical Centre,"261 Beamish Street, Campsie",-33.914785,151.1017218
Campsie Day Surgery (GP Medical Centre & Endoscopy Clinic),"56-58 Campsie Street, Campsie",-33.914785,151.1017218
Antenatal Clinic Canterbury Hospital,"575 Canterbury Road, Campsie",-33.914785,151.1017218
Walking In Life,"Suite 3/20 Ninth Avenue, Campsie",-33.914785,151.1017218
Southern Doctors Clinic,"383 Canterbury Road, Campsie",-33.914785,151.1017218
Argyle Street Medical Centre,"Shop 13 Marsden Street, Parramatta",-33.814785,151.0017218
Parramatta Medical Centre,"Entrada Building, Shop 2, 20 Victoria Road, Parramatta",-33.814785,151.0017218
Myhealth Parramatta Priceline Level 2,"Shop M10A/159-175 Church Street, Parramatta",-33.814785,151.0017218
Y & Li Acupuncture Herbal Medicine Clinic,"Shop 1/75 Phillip Street, Parramatta",-33.814785,151.0017218
Palmer St Serviced Offices,"8 Palmer Street, Parramatta",-33.814785,151.0017218
Gold Cross Medical Centre,"1 Grose Street, Parramatta",-33.814785,151.0017218
Dr Irwin Lim,"Level 1/17-21 Hunter Street, Parramatta",-33.814785,151.0017218
Allure Medtech,"55 Phillip Street, Parramatta",-33.814785,151.0017218
Sydneyweightloss.com,"240 Church Street, Parramatta",-33.814785,151.0017218
Dr Y Song,"2/181 Church Street, Parramatta",-33.814785,151.0017218
Parramatta Doctors Medical Centre,"Level 3, suite 25/27 Hunter Street, Parramatta",-33.814785,151.0017218
Pharmacy Junction,"Shop 5020-5021, 159-175 Church Street, Parramatta",-33.814785,151.0017218
Hyemin Clinic Acupuncture,"shop 3/48 George Street, Parramatta",-33.814785,151.0017218
Priority Medical Centre,"12 Pitt Street, Parramatta",-33.814785,151.0017218
Sydney Cardiology,"118 Church Street, Parramatta",-33.814785,151.0017218
Designed Care,"Suite F, Level 1/110 George Street, Parramatta",-33.814785,151.0017218
THE FACE JAB,"Shop 3/2 Sorrell Street, Parramatta",-33.814785,151.0017218
Isra Medical Services Parramatta,"13/103 George Street, Parramatta",-33.814785,151.0017218
Agios Health,"Enter from, 23 Hassall St, Shop 3 Wigram Street, Parramatta",-33.814785,151.0017218
Good St Medical Centre,"Suite 1/3, 2 Good Street, Westmead",-33.814785,151.0017218
Myhealth Top Ryde,"Top Ryde City, MM17C Blaxland Rd &, Devlin Street, Ryde",-33.814785,151.1017218
Top Ryde Child and Family Health Centre,"26 Argyle Avenue, Ryde",-33.814785,151.1017218
Royal Rehab,"235 Morrison Road, Putney",-33.814785,151.1017218
Waitara Family Medical Practice,"1/75-77 Pacific Highway, Waitara",-33.714785,151.1017218
Edgeworth Medical Centre,"22-28 Edgeworth David Avenue, Hornsby",-33.714785,151.1017218
Medical Infusions Australia,"103/41-45 Pacific Highway, Waitara",-33.714785,151.1017218
Hornsby Healthway Medical Centre 康途医务所,"Shop131/121-133 Pacific Highway, Hornsby",-33.714785,151.1017218
Medeco Skin Cancer Clinic Penrith,"535 High Street, Penrith",-33.7506759,150.687674
Ozemed,"471 High Street, Penrith",-33.7506759,150.687674
A Step Ahead Foot and Ankle Care,"4/36 Woodriff Street, Penrith",-33.7506759,150.687674
Myhealth Penrith,"Shop 017/585 High Street, Penrith",-33.7506759,150.687674
JANS Family Health Practice,"447 High Street, Penrith",-33.7506759,150.687674
St Marys Doctors,"Shop 12/1 Parklawn Place, North Saint Marys",-33.7506759,150.78767399999998
Brescob Pty Ltd,"22 Parklawn Place, North Saint Marys",-33.7506759,150.78767399999998
Tregear Medical Centre,"Shop 7/159 Aurora Drive, Tregear",-33.7506759,150.78767399999998
Sydney Sleep Clinic,"5/41-45 Rickard Road, Bankstown",-33.9131545,151.04203520000002
I-Care Medical Centre - Book appointments online now,"Shop MM.006, Level 3/1 North Terrace, Bankstown",-33.9131545,151.04203520000002
First Care Medical Centre- Bankstown,"Central, Shop SP335, 1 North Terrace, Bankstown",-33.9131545,151.04203520000002
Bankstown Day Surgery,"67 Rickard Road, Bankstown",-33.9131545,151.04203520000002
Bankstown Medical & Dental Centre,"67 Rickard Road, Bankstown",-33.9131545,151.04203520000002
Bankstown Respiratory & Sleep Disorders Specialists,"41-45 Rickard Road, Bankstown",-33.9131545,151.04203520000002
Bankstown Central Medical Centre,"North Terrace Shop SP247 Inside Pharmacy 4 Less, next to Woolworths, Bankstown",-33.9131545,151.04203520000002
Heart Care Australia,"Jacobs Court, 12B/1-5 Jacobs Street, Bankstown",-33.9131545,151.04203520000002
Bankstown Centro Medical Centre,"Shop 247 A North Terrace Bankstown Centro Shopping Center, North Terrace, Bankstown",-33.9131545,151.04203520000002
Health Specialists Sydney,"103/56 Kitchener Parade, Bankstown",-33.9131545,151.04203520000002
Bankstown Family Medical Practice,"96 Bankstown City Plaza, Bankstown",-33.9131545,151.04203520000002
Dr George Hatoum,"Shop/96 Bankstown City Plaza, Bankstown",-33.9131545,151.04203520000002
Spine 'N Longevity Medical Centre,"Unit 2/422 Marrickville Road, Marrickville",-33.9131545,151.1420352
Prince Of Wales Hospital,"320-346 Barker Street, Randwick",-33.9131545,151.2420352
Royal Hospital for Women,"Barker Street, Randwick",-33.9131545,151.2420352
entwellbeing,"70b/73 Belmore Road, Randwick",-33.9131545,151.2420352
Randwick Specialist Centre,"151 Belmore Road, Randwick",-33.9131545,151.2420352
"Sydney Children's Hospital, Randwick","High Street, Randwick",-33.9131545,151.2420352
Dr Andrew Lennox - Vascular Surgeon - Randwick,"Prince of Wales Private Hospital, Suite 8, Level/7 Barker Street, Randwick",-33.9131545,151.2420352
The Euroa Centre Randwick,"Prince of Wales Hospital, Barker Street, Randwick",-33.9131545,151.2420352
Prof David K Mckenzie,"7/20 Barker Street, Randwick",-33.9131545,151.2420352
Dr Tom Jarvis,"Suite 23, Level 7, Prince of Wales Private Hospital, Barker Street, Randwick",-33.9131545,151.2420352
Avoca Street Medical Centre,"130 Avoca Street, Randwick",-33.9131545,151.2420352
Eastern Heart Clinic,"Level 3, Campus Centre Building, Prince of Wales Hospital, Barker Street, Randwick",-33.9131545,151.2420352
Royal Randwick Medical Centre,"Shop 70/73-115 Belmore Road, Randwick",-33.9131545,151.2420352
Randwick Medical,"155 Belmore Road, Randwick",-33.9131545,151.2420352
Karitane Parenting Centre,"146 Avoca Street, Randwick",-33.9131545,151.2420352
Sydney East Pancreatic Centre,"Suite 13, Level 7 Prince of Wales Private Hospital, Randwick",-33.9131545,151.2420352
Peadiatric Consultation Suite,"73 Belmore Road, Randwick",-33.9131545,151.2420352
Sydney Adult Children's Ear Nose Throat Centre,"1/73 Belmore Road, Randwick",-33.9131545,151.2420352
Sydney East Pancreatic Centre,"69 Arthur Street, Randwick",-33.9131545,151.2420352
Dr Jill McDonell,"164 Belmore Road, Randwick",-33.9131545,151.2420352
Sydney Surgical Centre,"Level 1/166-168 Belmore Road, Randwick",-33.9131545,151.2420352
Rydalmere Medical Centre,"402 Victoria Road, Rydalmere",-33.813154499999996,151.04203520000002
Nurses for Aged Care,"Unit 7/9-11 Chaplin Drive, Lane Cove",-33.813154499999996,151.1420352
PosAbility Psychology and Learning Clinic,"f28/16 Mars Road, Lane Cove West",-33.813154499999996,151.1420352
Spit Road After Hours Clinic,"Shop 1/148-152 Spit Road, Mosman",-33.813154499999996,151.2420352
Balmoral Medical Practice,"8/148-152 Spit Road, Mosman",-33.813154499999996,151.2420352
Menai Medical Centre,"2 Davidson Road, Menai",-34.0129803,151.0049802
MedPlaza Healthplus Menai,"Shop 104c, 5/21 Carter Road, Menai",-34.0129803,151.0049802
CENTAHEALTH MENAI GENERAL PRACTICE,"Level 1 Menai Marketplace,, Allison Crescent, Menai",-34.0129803,151.0049802
Dr. Mahmood Javed E - Surgery | Family Physician & General Practitioner GP Sutherland Shire,"59 Port Hacking Road, Sylvania",-34.0129803,151.1049802
Good Samaritan Medical & Dental,"182 Princes Hwy, Entrance via Corner of, Venetia Street, Sylvania",-34.0129803,151.1049802
Mount Pritchard Family Practice,"4/46B Reservoir Road, Mount Pritchard",-33.9129803,150.9049802
Best Care Medical Clinic,"169 Elizabeth Drive, Liverpool",-33.9129803,150.9049802
Blessed Health Care - 69 Evaline St,"69 Evaline Street, Campsie",-33.9129803,151.1049802
